stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening E:\Visual Studio Projects\TrabalhoCPC\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.44317] added dtor for sub_bitmap 0000026663641690, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44323] added dtor for sub_bitmap 0000026663641E50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44330] added dtor for sub_bitmap 0000026663642610, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44336] added dtor for sub_bitmap 0000026663642040, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44342] added dtor for sub_bitmap 00000266636412B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44348] added dtor for sub_bitmap 0000026663641880, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44357] added dtor for sub_bitmap 0000026663642230, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44363] added dtor for sub_bitmap 0000026663642420, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44369] added dtor for sub_bitmap 00000266636414A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44374] added dtor for sub_bitmap 0000026663640900, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44382] added dtor for sub_bitmap 0000026663640AF0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44389] added dtor for sub_bitmap 0000026663640CE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44395] added dtor for sub_bitmap 00000266636410C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44403] added dtor for sub_bitmap 0000026663643A80, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44411] added dtor for sub_bitmap 0000026663643C70, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44418] added dtor for sub_bitmap 00000266636432C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44426] added dtor for sub_bitmap 00000266636436A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44434] added dtor for sub_bitmap 0000026663643E60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44443] added dtor for sub_bitmap 0000026663643890, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44455] added dtor for sub_bitmap 0000026663642B00, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44462] added dtor for sub_bitmap 0000026663644620, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44470] added dtor for sub_bitmap 0000026663642EE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44478] added dtor for sub_bitmap 0000026663644050, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44485] added dtor for sub_bitmap 0000026663644240, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44493] added dtor for sub_bitmap 0000026663642CF0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44500] added dtor for sub_bitmap 0000026663644430, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44507] added dtor for sub_bitmap 00000266636434B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44515] added dtor for sub_bitmap 0000026663642910, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44521] added dtor for sub_bitmap 00000266636430D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44531] added dtor for sub_bitmap 00000266636491B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44538] added dtor for sub_bitmap 0000026663648420, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44545] added dtor for sub_bitmap 0000026663646140, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44580] added dtor for sub_bitmap 00000266636493A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44598] added dtor for sub_bitmap 0000026663647C60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44606] added dtor for sub_bitmap 0000026663647E50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44621] added dtor for sub_bitmap 0000026663649970, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44641] added dtor for sub_bitmap 0000026663649B60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44649] added dtor for sub_bitmap 0000026663646710, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44671] added dtor for sub_bitmap 0000026663649590, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44779] added dtor for sub_bitmap 00000266636470C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44811] added dtor for sub_bitmap 0000026663647880, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44820] added dtor for sub_bitmap 00000266636472B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44840] added dtor for sub_bitmap 0000026663648610, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44850] added dtor for sub_bitmap 00000266636489F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44866] added dtor for sub_bitmap 0000026663648040, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44875] added dtor for sub_bitmap 0000026663648DD0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44882] added dtor for sub_bitmap 0000026663646330, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44890] added dtor for sub_bitmap 0000026663649780, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44898] added dtor for sub_bitmap 0000026663647A70, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44906] added dtor for sub_bitmap 0000026663648800, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44913] added dtor for sub_bitmap 0000026663648FC0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44921] added dtor for sub_bitmap 0000026663648BE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44929] added dtor for sub_bitmap 0000026663648230, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44938] added dtor for sub_bitmap 0000026663649D50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44947] added dtor for sub_bitmap 0000026663646520, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44956] added dtor for sub_bitmap 0000026663646900, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44964] added dtor for sub_bitmap 0000026663646AF0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44973] added dtor for sub_bitmap 0000026663646CE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44983] added dtor for sub_bitmap 0000026663646ED0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44990] added dtor for sub_bitmap 00000266636474A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44997] added dtor for sub_bitmap 0000026663647690, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45005] added dtor for sub_bitmap 000002666364EAB0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45013] added dtor for sub_bitmap 000002666364FC20, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45020] added dtor for sub_bitmap 000002666364E6D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45027] added dtor for sub_bitmap 000002666364D180, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45035] added dtor for sub_bitmap 000002666364D370, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45043] added dtor for sub_bitmap 000002666364DB30, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45052] added dtor for sub_bitmap 000002666364F270, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45061] added dtor for sub_bitmap 000002666364E8C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45069] added dtor for sub_bitmap 000002666364F460, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45078] added dtor for sub_bitmap 000002666364F080, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45086] added dtor for sub_bitmap 000002666364D940, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45094] added dtor for sub_bitmap 000002666364DF10, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45101] added dtor for sub_bitmap 000002666364D560, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45109] added dtor for sub_bitmap 000002666364F840, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45118] added dtor for sub_bitmap 000002666364E2F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45126] added dtor for sub_bitmap 0000026663650D90, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45132] added dtor for sub_bitmap 000002666364D750, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45139] added dtor for sub_bitmap 00000266636505D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45148] added dtor for sub_bitmap 000002666364DD20, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45155] added dtor for sub_bitmap 000002666364ECA0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45162] added dtor for sub_bitmap 000002666364E100, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45170] added dtor for sub_bitmap 000002666364E4E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45178] added dtor for sub_bitmap 000002666364EE90, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45185] added dtor for sub_bitmap 000002666364FE10, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45193] added dtor for sub_bitmap 000002666364F650, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45201] added dtor for sub_bitmap 0000026663650000, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45210] added dtor for sub_bitmap 000002666364FA30, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45217] added dtor for sub_bitmap 00000266636501F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45229] added dtor for sub_bitmap 00000266636503E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45236] added dtor for sub_bitmap 00000266636507C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45244] added dtor for sub_bitmap 00000266636509B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45255] added dtor for sub_bitmap 0000026663650BA0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45265] added dtor for sub_bitmap 00000266636559F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45274] added dtor for sub_bitmap 0000026663652F50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45281] added dtor for sub_bitmap 00000266636544A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45288] added dtor for sub_bitmap 0000026663655800, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45295] added dtor for sub_bitmap 0000026663652980, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45302] added dtor for sub_bitmap 00000266636542B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45308] added dtor for sub_bitmap 0000026663655230, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45315] added dtor for sub_bitmap 0000026663655420, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45321] added dtor for sub_bitmap 0000026663654690, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45331] added dtor for sub_bitmap 0000026663653520, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45337] added dtor for sub_bitmap 0000026663651FD0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45345] added dtor for sub_bitmap 0000026663653710, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45353] added dtor for sub_bitmap 00000266636521C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45362] added dtor for sub_bitmap 0000026663654A70, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45369] added dtor for sub_bitmap 0000026663652B70, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45375] added dtor for sub_bitmap 0000026663653140, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45382] added dtor for sub_bitmap 0000026663653AF0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45389] added dtor for sub_bitmap 0000026663653900, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45399] added dtor for sub_bitmap 0000026663654880, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45406] added dtor for sub_bitmap 0000026663653330, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45412] added dtor for sub_bitmap 0000026663651DE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45417] added dtor for sub_bitmap 0000026663653CE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45423] added dtor for sub_bitmap 0000026663654C60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45428] added dtor for sub_bitmap 0000026663654E50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45434] added dtor for sub_bitmap 00000266636523B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45440] added dtor for sub_bitmap 0000026663653ED0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45448] added dtor for sub_bitmap 0000026663652D60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45454] added dtor for sub_bitmap 00000266636540C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45460] added dtor for sub_bitmap 0000026663655610, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45465] added dtor for sub_bitmap 0000026663655040, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45472] added dtor for sub_bitmap 00000266636525A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45478] added dtor for sub_bitmap 0000026663652790, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45486] added dtor for sub_bitmap 0000026663658950, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45492] added dtor for sub_bitmap 000002666365AC30, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45498] added dtor for sub_bitmap 0000026663659300, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45506] added dtor for sub_bitmap 00000266636594F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45513] added dtor for sub_bitmap 000002666365A850, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45519] added dtor for sub_bitmap 00000266636596E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45526] added dtor for sub_bitmap 000002666365A470, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45533] added dtor for sub_bitmap 0000026663658760, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45540] added dtor for sub_bitmap 0000026663659CB0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45547] added dtor for sub_bitmap 00000266636598D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45553] added dtor for sub_bitmap 0000026663659AC0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45561] added dtor for sub_bitmap 0000026663659110, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45568] added dtor for sub_bitmap 0000026663657BC0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45575] added dtor for sub_bitmap 000002666365A660, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45585] added dtor for sub_bitmap 0000026663658D30, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45592] added dtor for sub_bitmap 0000026663659EA0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45599] added dtor for sub_bitmap 000002666365AA40, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45606] added dtor for sub_bitmap 0000026663658F20, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45612] added dtor for sub_bitmap 0000026663658380, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45617] added dtor for sub_bitmap 000002666365A090, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45624] added dtor for sub_bitmap 000002666365AE20, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45631] added dtor for sub_bitmap 0000026663657DB0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45638] added dtor for sub_bitmap 000002666365A280, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45644] added dtor for sub_bitmap 0000026663657210, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45652] added dtor for sub_bitmap 0000026663657400, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45658] added dtor for sub_bitmap 00000266636575F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45664] added dtor for sub_bitmap 00000266636577E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45669] added dtor for sub_bitmap 0000026663657FA0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45675] added dtor for sub_bitmap 00000266636579D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45681] added dtor for sub_bitmap 0000026663658570, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45688] added dtor for sub_bitmap 0000026663658190, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45693] added dtor for sub_bitmap 0000026663658B40, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45701] added dtor for sub_bitmap 0000026663661A70, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45709] added dtor for sub_bitmap 000002666365EDE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45717] added dtor for sub_bitmap 00000266636629F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45724] added dtor for sub_bitmap 000002666365EFD0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45734] added dtor for sub_bitmap 0000026663661C60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45741] added dtor for sub_bitmap 0000026663660520, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45750] added dtor for sub_bitmap 00000266636650B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45757] added dtor for sub_bitmap 000002666365EA00, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45763] added dtor for sub_bitmap 0000026663664130, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45770] added dtor for sub_bitmap 000002666365FF50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45779] added dtor for sub_bitmap 0000026663660ED0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45788] added dtor for sub_bitmap 0000026663660140, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45798] added dtor for sub_bitmap 0000026663661880, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45806] added dtor for sub_bitmap 0000026663663D50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45818] added dtor for sub_bitmap 0000026663661E50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45829] added dtor for sub_bitmap 0000026663663970, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45840] added dtor for sub_bitmap 0000026663665C50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45853] added dtor for sub_bitmap 0000026663664320, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45867] added dtor for sub_bitmap 00000266636631B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45880] added dtor for sub_bitmap 0000026663662040, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45891] added dtor for sub_bitmap 0000026663663B60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45901] added dtor for sub_bitmap 00000266636648F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45910] added dtor for sub_bitmap 0000026663662610, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45918] added dtor for sub_bitmap 0000026663665680, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45925] added dtor for sub_bitmap 0000026663662BE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45933] added dtor for sub_bitmap 0000026663665490, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45941] added dtor for sub_bitmap 0000026663663780, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45953] added dtor for sub_bitmap 0000026663663F40, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45965] added dtor for sub_bitmap 0000026663660330, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45974] added dtor for sub_bitmap 0000026663660710, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45981] added dtor for sub_bitmap 0000026663662230, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45989] added dtor for sub_bitmap 0000026663664700, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.45997] added dtor for sub_bitmap 0000026663664AE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46006] added dtor for sub_bitmap 0000026663665870, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46017] added dtor for sub_bitmap 00000266636633A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46023] added dtor for sub_bitmap 000002666365F5A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46031] added dtor for sub_bitmap 000002666365E620, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46037] added dtor for sub_bitmap 000002666365F1C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46045] added dtor for sub_bitmap 000002666365E810, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46052] added dtor for sub_bitmap 0000026663660900, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46057] added dtor for sub_bitmap 0000026663664510, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46063] added dtor for sub_bitmap 000002666365FD60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.46072] added dtor for sub_bitmap 000002666365EBF0, func 00007FFB5A82118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.46080] removed dtor for bitmap 00000266635B3380
dtor     D               dtor.c:196  _al_register_destructor          [   0.46087] added dtor for font 000002665E911050, func 00007FFC303D128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.46093] removed dtor for bitmap 0000026663599660
dtor     D               dtor.c:196  _al_register_destructor          [   0.46099] added dtor for timer 000002665C9F7E30, func 00007FFB5A821050
dtor     D               dtor.c:196  _al_register_destructor          [   0.46107] added dtor for queue 000002665CA08C30, func 00007FFB5A821C30
audio-dsound D           dsound.cpp:322  _dsound_allocate_voice           [   0.47046] Allocating voice
audio-dsound D           dsound.cpp:381  _dsound_allocate_voice           [   0.47060] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.47071] added dtor for voice 000002665E914220, func 00007FFC05A41168
dtor     D               dtor.c:196  _al_register_destructor          [   0.47086] added dtor for mixer 000002666366A4D0, func 00007FFC05A4147E
audio-dsound D           dsound.cpp:477  _dsound_start_voice              [   0.47099] Starting voice
audio-dsound D           dsound.cpp:505  _dsound_start_voice              [   0.47113] CreateSoundBuffer
audio-dsound D           dsound.cpp:513  _dsound_start_voice              [   0.47297] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:519  _dsound_start_voice              [   0.47310] Starting _dsound_update thread
audio-dsound I           dsound.cpp:529  _dsound_start_voice              [   0.47367] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.47378] added dtor for sample_instance 000002666366AC70, func 00007FFC05A41226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.47386] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47391] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47397] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.47403] added dtor for sample_instance 000002666366ADC0, func 00007FFC05A41226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.47417] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47424] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47430] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.47436] added dtor for sample_instance 0000026663628520, func 00007FFC05A41226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.47443] sample matrix:
